COUNTRY,GENDER,AGE,MARITAL,EMPLOYMENT,INCOME,RELG_NOW,SPIRIT_NOW,AFFILIATION,SBS,EDAS,DAQ,LE_Sum,DASS_Sum,EX_Sum,RELBEH_Sum,LOCUS_Sum,SWLS_Sum,GOD_pSum,GOD_nSum
Russia,2,44,5,2,7,7,5,Christian,3.166666667,1.416666667,6.066666667,46.0,73.0,13,14.0,15,-8.0,25.0,-27.0
Russia,2,41,1,4,4,4,4,Christian,1.666666667,-3.666666667,1.066666667,55.0,39.0,11,5.0,-24,-5.0,13.0,0.0
Russia,1,36,3,7,4,5,5,Christian,2.666666667,4.0,6.666666667,51.0,58.0,6,15.0,20,-15.0,28.0,-20.0
Russia,2,34,3,1,6,2,2,Christian,1.166666667,-0.166666667,5.333333333,49.0,43.0,13,7.0,-17,0.0,0.0,0.0
Russia,1,31,3,1,9,3,3,Christian,2.666666667,0.166666667,1.4,55.0,27.0,10,18.0,12,10.0,28.0,0.0
Russia,2,44,3,1,5,5,5,Christian,3.5,0.0,3.533333333,52.0,36.0,9,8.0,18,4.0,18.0,-20.0
Russia,2,31,3,2,3,1,1,Christian,0.666666667,0.083333333,4.533333333,54.0,62.0,9,3.0,0,-12.0,0.0,4.0
Russia,1,31,3,1,5,0,0,Christian,-4.0,1.75,5.2,51.0,44.0,18,0.0,-24,-8.0,21.0,-21.0
Russia,1,33,3,1,3,1,5,Christian,3.666666667,-0.166666667,2.6,57.0,26.0,21,9.0,0,2.0,12.0,1.0
Russia,1,33,1,1,6,3,3,Christian,0.166666667,2.166666667,5.666666667,57.0,40.0,14,3.0,-10,-5.0,24.0,-24.0
Russia,2,47,3,2,5,1,2,Christian,0.833333333,0.75,4.533333333,53.0,56.0,10,7.0,-1,-8.0,14.0,-12.0
Russia,1,32,2,1,3,3,6,Christian,3.333333333,-1.083333333,5.066666667,44.0,45.0,16,6.0,7,-8.0,14.0,-18.0
Russia,1,24,3,4,4,3,3,Christian,2.5,3.0,6.0,46.0,51.0,14,7.0,-1,-4.0,5.0,4.0
Russia,2,27,3,1,6,4,3,Christian,2.333333333,4.0,7.6,45.0,69.0,21,5.0,-19,-8.0,28.0,-9.0
Russia,1,27,3,1,7,5,8,Christian,3.833333333,-4.0,0.4,50.0,52.0,18,10.0,-24,11.0,28.0,-26.0
Russia,1,25,2,2,6,5,5,Christian,4.0,-1.083333333,6.066666667,43.0,44.0,14,14.0,-8,-3.0,16.0,-14.0
Russia,2,54,3,4,5,1,1,Christian,0.0,1.083333333,3.733333333,50.0,42.0,13,5.0,12,0.0,12.0,-4.0
Russia,1,25,3,7,5,5,4,Christian,2.166666667,0.333333333,4.8,52.0,44.0,12,9.0,-16,-1.0,27.0,-28.0
Russia,1,32,3,1,5,5,6,Christian,2.333333333,-1.25,6.333333333,55.0,49.0,15,10.0,-1,2.0,17.0,-20.0
Russia,1,28,1,7,5,5,6,Christian,3.333333333,3.5,4.066666667,50.0,56.0,17,8.0,15,-11.0,28.0,-28.0
Russia,2,35,1,1,5,1,1,Christian,0.0,-3.583333333,4.133333333,48.0,44.0,12,1.0,-18,-10.0,4.0,0.0
Russia,2,28,2,1,4,4,4,Christian,2.166666667,1.083333333,5.8,51.0,48.0,12,3.0,-7,1.0,18.0,-24.0
Russia,2,45,3,1,3,1,5,Christian,2.833333333,3.0,3.8,52.0,35.0,10,2.0,-2,0.0,15.0,-19.0
Russia,1,24,2,4,6,5,4,Christian,3.333333333,-4.0,3.2,52.0,48.0,8,15.0,10,9.0,26.0,-28.0
Russia,1,23,2,4,3,0,0,Christian,-0.666666667,-0.666666667,5.866666667,56.0,45.0,16,0.0,-20,-15.0,0.0,-16.0
Russia,1,30,3,5,6,6,6,Christian,1.666666667,0.916666667,5.4,54.0,44.0,10,15.0,-21,8.0,24.0,-28.0
Russia,2,37,3,1,7,5,7,Christian,2.666666667,-0.333333333,4.6,54.0,44.0,13,6.0,11,-9.0,16.0,-5.0
Russia,1,29,2,2,5,4,3,Christian,2.666666667,-0.333333333,6.666666667,48.0,63.0,25,0.0,-1,1.0,28.0,-20.0
Russia,2,34,1,7,6,3,2,Christian,3.666666667,-3.833333333,1.4,52.0,35.0,12,6.0,0,-8.0,-6.0,8.0
Russia,1,38,3,1,5,5,5,Christian,1.666666667,-0.916666667,4.333333333,58.0,41.0,9,4.0,0,-1.0,3.0,-22.0
Russia,1,42,5,1,7,4,4,Christian,2.833333333,1.666666667,5.8,52.0,36.0,11,8.0,10,-3.0,26.0,-17.0
Russia,2,37,2,1,3,5,4,Christian,2.0,0.666666667,5.6,52.0,41.0,9,3.0,-4,-9.0,28.0,-4.0
Russia,1,49,3,5,6,5,6,Christian,4.0,2.0,7.133333333,43.0,67.0,12,15.0,20,-7.0,12.0,-4.0
Russia,2,47,3,1,2,1,1,Christian,2.333333333,-2.083333333,1.4,46.0,45.0,12,1.0,-6,-6.0,9.0,-14.0
Russia,2,35,3,1,5,4,4,Christian,4.0,0.0,4.0,55.0,41.0,6,11.0,0,5.0,24.0,-24.0
Russia,2,42,3,1,7,2,2,Christian,0.833333333,-0.25,3.133333333,52.0,50.0,7,5.0,-16,-9.0,28.0,-24.0
Russia,1,27,2,2,3,6,7,Christian,2.666666667,-1.666666667,3.666666667,49.0,46.0,12,25.0,16,14.0,15.0,0.0
Russia,2,31,3,1,4,4,3,Christian,3.166666667,-2.833333333,2.733333333,55.0,41.0,14,6.0,6,-4.0,25.0,-20.0
Russia,1,29,3,1,2,5,3,Christian,2.333333333,-0.583333333,4.4,55.0,56.0,18,8.0,-5,-14.0,10.0,-24.0
Russia,1,46,5,1,6,6,8,Christian,4.0,3.833333333,3.8,43.0,76.0,23,26.0,20,5.0,28.0,-28.0
Russia,2,23,2,1,4,1,1,Christian,-1.666666667,3.083333333,7.4,50.0,39.0,12,2.0,-22,-2.0,22.0,-21.0
Russia,2,40,3,1,6,6,5,Christian,1.5,2.75,6.333333333,52.0,39.0,9,22.0,0,4.0,27.0,-24.0
Russia,1,36,3,7,2,1,1,Christian,4.0,2.0,4.8,49.0,41.0,22,1.0,24,-10.0,28.0,-20.0
Russia,1,44,1,1,6,2,2,Christian,4.0,1.833333333,6.533333333,54.0,64.0,16,20.0,23,-10.0,12.0,0.0
Russia,1,27,3,7,4,6,6,Christian,3.333333333,-3.833333333,0.266666667,55.0,24.0,8,7.0,24,15.0,28.0,-21.0
Russia,2,51,3,1,7,2,6,Christian,2.0,0.0,5.0,50.0,41.0,9,5.0,1,-6.0,1.0,-7.0
Russia,1,36,5,1,7,6,7,Christian,3.5,1.333333333,3.466666667,52.0,51.0,11,16.0,21,-2.0,23.0,-20.0
Russia,2,51,3,"1,3",4,4,4,Christian,1.5,-0.25,2.266666667,45.0,30.0,16,16.0,13,-8.0,22.0,-9.0
Russia,2,20,2,4,3,3,1,Christian,0.0,-0.333333333,6.4,52.0,50.0,12,3.0,0,-3.0,28.0,-24.0
Russia,1,29,3,1,4,2,2,Christian,3.166666667,-2.5,6.466666667,48.0,51.0,15,6.0,-18,-3.0,25.0,-23.0
Russia,1,54,3,1,4,6,6,Christian,3.666666667,-0.833333333,3.133333333,53.0,52.0,16,13.0,12,-4.0,5.0,-26.0
Russia,1,20,2,2,5,3,5,Christian,2.833333333,-0.333333333,4.933333333,52.0,60.0,18,2.0,-15,4.0,28.0,-12.0
Russia,1,30,3,1,7,6,6,Christian,-4.0,-4.0,0.0,1.0,68.0,14,12.0,24,-15.0,20.0,-28.0
Russia,2,35,3,1,6,3,4,Christian,4.0,1.0,5.0,53.0,25.0,13,9.0,24,5.0,28.0,-20.0
Russia,1,25,3,2,7,4,4,Christian,0.166666667,0.166666667,5.8,55.0,23.0,7,15.0,0,13.0,28.0,-24.0
Russia,1,26,3,5,6,6,6,Christian,4.0,2.583333333,4.733333333,55.0,47.0,10,9.0,0,2.0,22.0,-24.0
Russia,1,49,3,1,4,4,6,Christian,3.666666667,0.0,5.6,52.0,54.0,13,4.0,0,-11.0,16.0,-8.0
Russia,2,55,3,1,7,2,6,Christian,1.5,-0.75,1.333333333,46.0,35.0,5,6.0,-24,-1.0,-10.0,-24.0
Russia,1,36,3,5,5,5,5,Christian,3.833333333,-2.0,1.266666667,45.0,25.0,15,8.0,17,3.0,28.0,-12.0
Russia,1,22,1,1,6,6,6,Christian,3.166666667,1.916666667,5.733333333,54.0,42.0,12,8.0,24,6.0,28.0,-28.0
Russia,2,48,3,1,5,5,5,Christian,2.833333333,-1.75,4.2,50.0,48.0,12,11.0,5,1.0,14.0,-9.0
Russia,2,40,3,1,6,6,4,Christian,3.333333333,-2.583333333,3.533333333,48.0,44.0,10,14.0,0,-7.0,23.0,-19.0
Russia,1,45,3,2,7,5,7,Christian,3.833333333,3.916666667,6.466666667,56.0,61.0,17,7.0,11,9.0,24.0,-22.0
Russia,1,27,3,2,7,5,4,Christian,3.0,3.333333333,6.066666667,50.0,46.0,14,16.0,7,7.0,20.0,-17.0
Russia,1,21,1,7,2,7,5,Christian,2.5,-3.5,2.8,49.0,35.0,15,17.0,13,-11.0,27.0,-22.0
Russia,1,30,2,2,5,5,6,Christian,4.0,2.75,6.133333333,44.0,56.0,13,9.0,-2,-9.0,28.0,-15.0
Russia,2,44,5,"2,4",3,4,5,Christian,1.666666667,2.833333333,5.466666667,49.0,72.0,12,3.0,16,-15.0,24.0,-12.0
Russia,2,43,3,1,6,5,5,Christian,0.0,0.666666667,5.2,58.0,33.0,7,9.0,0,-11.0,0.0,0.0
Russia,1,25,3,4,1,8,6,Christian,4.0,0.75,5.8,44.0,79.0,20,12.0,21,1.0,19.0,-25.0
Russia,1,50,1,1,2,6,3,Christian,1.833333333,4.0,7.2,40.0,67.0,18,10.0,4,-15.0,0.0,-16.0
Russia,2,44,3,1,6,1,1,Christian,1.0,-0.5,4.266666667,53.0,44.0,11,3.0,-24,2.0,0.0,0.0
Russia,2,43,5,1,4,2,5,Christian,1.833333333,-2.75,1.733333333,56.0,42.0,13,5.0,3,-1.0,22.0,-19.0
Russia,2,30,3,1,4,5,3,Christian,1.0,-3.0,1.0,58.0,43.0,15,4.0,0,0.0,0.0,0.0
Russia,1,35,3,1,8,1,5,Christian,0.5,0.333333333,5.466666667,50.0,27.0,5,0.0,-12,8.0,16.0,-12.0
Russia,1,49,3,1,6,3,4,Christian,2.0,0.333333333,4.133333333,51.0,49.0,12,8.0,4,8.0,18.0,-24.0
Russia,1,29,2,2,5,4,4,Christian,4.0,-2.666666667,4.533333333,55.0,34.0,16,6.0,18,-4.0,28.0,-1.0
Russia,1,26,2,7,4,3,4,Christian,3.333333333,0.75,7.0,52.0,59.0,13,9.0,-16,-6.0,25.0,-21.0
Russia,2,30,3,1,5,5,5,Christian,4.0,4.0,7.066666667,57.0,64.0,22,2.0,0,-5.0,15.0,4.0
Russia,1,28,3,1,5,8,4,Christian,3.666666667,0.583333333,4.6,55.0,46.0,11,22.0,20,11.0,28.0,-28.0
Russia,2,41,3,1,3,3,4,Christian,2.5,2.083333333,3.666666667,57.0,46.0,12,12.0,6,2.0,23.0,-22.0
Russia,2,42,3,2,4,2,2,Christian,3.666666667,-0.833333333,4.4,53.0,25.0,13,17.0,2,3.0,20.0,7.0
Russia,2,34,5,1,5,7,7,Christian,4.0,-0.166666667,5.533333333,48.0,40.0,8,22.0,9,-5.0,25.0,-4.0
Russia,1,30,2,1,4,1,4,Christian,-3.333333333,-4.0,0.0,0.0,57.0,13,0.0,-24,-15.0,0.0,0.0
Russia,2,34,2,1,4,3,2,Christian,3.5,-2.083333333,4.066666667,44.0,42.0,11,3.0,0,-8.0,21.0,-14.0
Russia,1,54,1,2,5,3,7,Christian,1.333333333,-3.0,4.066666667,50.0,31.0,11,19.0,0,10.0,3.0,0.0
Russia,1,25,1,1,6,6,5,Christian,3.0,3.916666667,6.266666667,54.0,34.0,22,11.0,6,0.0,19.0,-20.0
Russia,1,31,3,1,9,8,7,Christian,2.666666667,2.666666667,6.666666667,30.0,80.0,18,36.0,20,13.0,24.0,15.0
India,2,34,3,1,6,7,7,Christian,4.0,-4.0,0.933333333,55.0,31.0,17,35.0,22,15.0,28.0,-24.0
India,2,23,1,1,5,5,4,Christian,2.5,1.166666667,4.133333333,51.0,41.0,20,20.0,9,7.0,-2.0,4.0
India,2,35,3,1,5,4,3,Christian,1.833333333,0.333333333,1.666666667,56.0,42.0,9,13.0,7,9.0,22.0,5.0
Indonesia,2,21,2,2,5,2,7,Christian,3.666666667,-3.0,3.266666667,55.0,56.0,13,8.0,18,2.0,28.0,-12.0
China,1,39,3,1,5,8,8,Christian,0.0,0.0,4.0,58.0,21.0,5,20.0,0,0.0,28.0,0.0
USA,2,37,3,1,6,0,3,Christian,0.666666667,-3.0,2.4,1.0,24.0,10,5.0,-24,10.0,21.0,-18.0
USA,2,25,2,1,7,1,3,Christian,2.0,2.916666667,5.066666667,4.0,34.0,9,3.0,-16,7.0,27.0,-4.0
USA,1,27,3,1,5,8,8,Christian,4.0,-4.0,0.733333333,1.0,22.0,7,29.0,24,10.0,28.0,-20.0
USA,2,27,1,1,6,3,2,Christian,-0.5,0.833333333,2.666666667,11.0,47.0,15,11.0,-16,-1.0,-9.0,-9.0
USA,2,26,1,1,5,2,1,Christian,0.166666667,0.416666667,1.6,1.0,52.0,14,24.0,10,0.0,-10.0,-12.0
Russia,1,39,3,1,5,1,2,Christian,1.666666667,-0.166666667,4.866666667,45.0,57.0,19,5.0,5,-9.0,4.0,-13.0
USA,2,60,3,1,5,1,7,Christian,-4.0,3.0,4.133333333,8.0,37.0,9,5.0,-24,-4.0,-28.0,-28.0
USA,2,54,2,2,3,6,6,Christian,3.333333333,-4.0,1.6,4.0,27.0,9,20.0,1,-6.0,23.0,-10.0
USA,2,38,5,1,2,0,8,Christian,4.0,-3.0,5.666666667,4.0,48.0,13,19.0,24,-10.0,28.0,26.0
USA,2,38,3,1,6,7,7,Christian,1.833333333,2.25,5.666666667,6.0,42.0,16,32.0,5,5.0,17.0,0.0
USA,2,29,1,2,3,3,4,Christian,3.0,2.666666667,6.666666667,3.0,39.0,12,16.0,10,-10.0,11.0,3.0
USA,2,23,3,"1,2",7,5,6,Christian,1.5,0.583333333,3.8,7.0,55.0,13,13.0,2,7.0,4.0,-1.0
Brazil,2,42,3,1,6,7,7,Christian,1.333333333,-2.0,5.6,53.0,31.0,22,40.0,12,7.0,28.0,-28.0
Brazil,2,29,1,4,4,5,5,Christian,4.0,-4.0,0.0,56.0,25.0,6,11.0,24,12.0,28.0,4.0
Brazil,1,30,1,"4,7",1,3,3,Christian,2.666666667,-3.916666667,3.333333333,52.0,0.0,21,17.0,12,-9.0,21.0,-15.0
Russia,1,26,3,2,4,6,5,Christian,4.0,1.583333333,5.2,53.0,46.0,12,14.0,24,9.0,28.0,-4.0
Brazil,1,50,3,1,8,7,8,Christian,2.0,-3.166666667,1.2,51.0,26.0,20,34.0,10,12.0,21.0,-21.0
Brazil,2,31,1,1,3,8,8,Christian,3.333333333,-4.0,1.6,51.0,28.0,24,31.0,4,-6.0,24.0,28.0
Brazil,1,24,1,1,5,6,7,Christian,3.833333333,0.916666667,4.933333333,51.0,45.0,18,29.0,12,5.0,25.0,-2.0
Brazil,2,18,1,2,3,7,7,Christian,2.5,-4.0,0.4,56.0,34.0,15,30.0,14,7.0,28.0,-6.0
Brazil,1,37,2,2,4,4,5,Christian,3.5,-4.0,2.2,53.0,41.0,14,8.0,-4,-5.0,28.0,-24.0
Brazil,1,36,3,5,5,0,7,Christian,1.333333333,-4.0,0.866666667,47.0,50.0,11,32.0,9,6.0,28.0,-13.0
Russia,2,41,3,7,4,7,6,Christian,3.666666667,-3.583333333,4.333333333,50.0,42.0,10,13.0,9,11.0,25.0,-15.0
Brazil,1,43,1,1,6,7,7,Christian,4.0,-3.416666667,0.133333333,55.0,71.0,12,29.0,6,0.0,28.0,-12.0
Brazil,1,25,1,1,6,8,8,Christian,3.666666667,3.0,6.8,51.0,58.0,18,40.0,12,3.0,25.0,2.0
Brazil,1,33,2,1,3,5,6,Christian,2.666666667,3.666666667,6.4,50.0,32.0,16,19.0,14,9.0,19.0,-5.0
India,2,28,3,1,4,7,7,Christian,4.0,-2.75,0.2,58.0,44.0,11,21.0,14,2.0,28.0,10.0
Brazil,1,25,3,1,8,3,0,Christian,2.166666667,4.0,8.0,49.0,65.0,25,31.0,16,10.0,27.0,-28.0
Brazil,2,46,3,4,5,6,8,Christian,4.0,-4.0,0.133333333,52.0,33.0,15,40.0,5,-3.0,28.0,-5.0
Brazil,2,26,1,4,3,7,7,Christian,0.0,-3.916666667,1.066666667,55.0,35.0,12,34.0,1,-3.0,28.0,-28.0
Brazil,2,20,3,1,7,3,4,Christian,4.0,4.0,7.466666667,47.0,62.0,23,19.0,10,1.0,28.0,-4.0
Brazil,1,32,5,4,1,8,6,Christian,3.833333333,2.0,7.0,47.0,60.0,21,40.0,16,-6.0,28.0,-12.0
Brazil,1,18,1,2,4,2,4,Christian,4.0,4.0,7.866666667,54.0,36.0,17,27.0,8,3.0,19.0,-20.0
Brazil,1,33,2,1,5,6,6,Christian,4.0,-4.0,3.2,51.0,74.0,15,14.0,20,-9.0,27.0,-12.0
Brazil,1,37,3,2,5,4,8,Christian,1.166666667,-2.083333333,4.866666667,49.0,60.0,16,22.0,10,-7.0,22.0,-16.0
Brazil,1,28,3,7,4,4,6,Christian,4.0,-2.916666667,3.866666667,49.0,72.0,25,13.0,24,-1.0,28.0,19.0
Indonesia,2,43,5,1,7,6,6,Christian,0.166666667,-1.416666667,1.2,51.0,29.0,10,25.0,15,5.0,22.0,-28.0
Brazil,1,33,1,7,5,4,6,Christian,4.0,3.666666667,5.266666667,54.0,42.0,16,21.0,6,-6.0,24.0,-18.0
Brazil,1,45,3,7,4,6,6,Christian,3.5,-2.75,4.2,48.0,46.0,13,28.0,4,4.0,28.0,-16.0
Brazil,2,24,1,2,4,8,8,Christian,4.0,-2.833333333,3.466666667,52.0,39.0,20,30.0,3,9.0,28.0,-28.0
Indonesia,2,60,3,1,5,7,6,Christian,4.0,-4.0,0.466666667,54.0,25.0,7,33.0,21,11.0,28.0,-16.0
Indonesia,1,57,3,1,7,3,2,Christian,1.0,-2.833333333,0.866666667,54.0,29.0,7,33.0,15,11.0,17.0,-18.0
Brazil,2,35,1,1,8,8,8,Christian,2.666666667,3.0,5.0,51.0,22.0,18,40.0,-8,8.0,28.0,-4.0
Brazil,2,43,2,7,6,2,2,Christian,2.166666667,-2.083333333,4.733333333,42.0,47.0,11,2.0,-2,-6.0,16.0,1.0
Brazil,2,32,2,1,3,8,4,Christian,4.0,-3.333333333,4.0,45.0,28.0,20,34.0,18,-5.0,28.0,4.0
Brazil,2,48,3,1,4,6,1,Christian,3.333333333,1.333333333,3.133333333,47.0,45.0,19,29.0,18,10.0,27.0,5.0
Brazil,1,46,3,7,6,6,8,Christian,4.0,-2.166666667,4.533333333,55.0,36.0,9,22.0,11,10.0,28.0,-16.0
Brazil,1,33,1,4,4,7,8,Christian,2.666666667,-3.083333333,8.0,56.0,38.0,19,25.0,19,5.0,28.0,0.0
Brazil,1,18,1,7,3,5,8,Christian,4.0,-2.666666667,5.866666667,52.0,22.0,13,14.0,13,-15.0,28.0,-4.0
Brazil,1,30,3,1,8,6,6,Christian,2.166666667,0.0,4.0,56.0,24.0,12,30.0,0,0.0,0.0,0.0
Indonesia,2,27,2,1,3,2,2,Christian,4.0,1.0,1.133333333,48.0,36.0,12,12.0,3,-4.0,25.0,-10.0
Indonesia,2,34,3,1,7,6,6,Christian,3.833333333,-4.0,0.0,55.0,31.0,6,28.0,8,11.0,20.0,-20.0
Indonesia,2,27,1,1,7,3,3,Christian,3.666666667,-0.083333333,3.933333333,52.0,45.0,15,16.0,16,-6.0,28.0,22.0
Indonesia,2,32,3,1,6,6,6,Christian,2.666666667,2.0,5.733333333,47.0,54.0,13,32.0,16,4.0,18.0,18.0
Indonesia,2,25,1,4,7,0,0,Christian,-2.333333333,-0.333333333,3.866666667,58.0,34.0,12,4.0,-14,10.0,16.0,14.0
India,2,33,3,1,6,3,5,Christian,2.0,-0.333333333,5.133333333,58.0,48.0,12,17.0,-6,-6.0,0.0,0.0
Indonesia,2,26,1,1,7,5,5,Christian,4.0,0.0,1.0,46.0,47.0,9,15.0,24,15.0,25.0,-3.0
Indonesia,2,31,3,1,6,3,3,Christian,1.833333333,2.416666667,6.8,50.0,52.0,20,9.0,2,-7.0,22.0,4.0
Indonesia,1,40,1,1,6,6,8,Christian,4.0,-4.0,3.066666667,53.0,33.0,11,31.0,20,10.0,28.0,-4.0
Indonesia,1,18,1,7,5,5,4,Christian,4.0,0.25,2.2,57.0,42.0,14,31.0,20,5.0,28.0,-28.0
Indonesia,2,39,3,1,8,5,5,Christian,2.333333333,-4.0,0.0,51.0,27.0,7,28.0,22,13.0,28.0,-7.0
Indonesia,1,29,3,1,9,5,5,Christian,3.0,2.416666667,6.6,53.0,61.0,15,32.0,18,11.0,25.0,-21.0
Indonesia,1,32,3,1,4,4,4,Christian,2.333333333,4.0,7.466666667,53.0,41.0,14,18.0,24,6.0,28.0,4.0
India,1,25,3,4,7,6,6,Christian,4.0,-3.333333333,1.333333333,51.0,51.0,17,28.0,24,2.0,28.0,-20.0
India,1,29,3,1,7,6,6,Christian,3.333333333,-0.333333333,3.533333333,51.0,30.0,13,32.0,19,8.0,28.0,-20.0
India,1,23,1,1,7,8,8,Christian,4.0,-3.916666667,1.933333333,58.0,34.0,10,23.0,13,8.0,28.0,5.0
India,2,29,1,1,1,6,6,Christian,3.5,0.75,5.666666667,53.0,44.0,11,38.0,10,2.0,25.0,-14.0
Indonesia,2,39,1,1,5,4,4,Christian,3.0,2.166666667,2.333333333,54.0,43.0,9,12.0,18,5.0,28.0,-4.0
Indonesia,2,29,1,1,7,7,6,Christian,4.0,-4.0,0.066666667,53.0,24.0,7,28.0,24,8.0,28.0,26.0
Indonesia,1,29,1,1,6,5,5,Christian,3.0,-3.0,0.0,56.0,38.0,8,6.0,12,-6.0,28.0,-15.0
Indonesia,2,38,3,1,7,6,6,Christian,3.666666667,-0.666666667,1.866666667,46.0,33.0,12,30.0,23,0.0,28.0,-7.0
Indonesia,2,26,1,1,6,4,4,Christian,3.0,-3.0,0.133333333,56.0,45.0,10,6.0,8,-6.0,28.0,0.0
Indonesia,2,45,3,2,6,6,6,Christian,3.166666667,-3.083333333,1.8,53.0,29.0,9,29.0,18,3.0,21.0,17.0
Indonesia,2,33,3,1,6,7,5,Christian,3.666666667,-2.75,2.4,54.0,43.0,13,31.0,13,3.0,28.0,16.0
Indonesia,2,39,3,7,6,7,7,Christian,4.0,-4.0,0.066666667,56.0,25.0,10,33.0,15,4.0,28.0,12.0
Indonesia,2,51,3,1,7,7,2,Christian,3.5,1.333333333,5.0,50.0,32.0,12,34.0,23,-1.0,28.0,-9.0
Indonesia,1,45,3,7,6,8,8,Christian,4.0,-4.0,1.933333333,54.0,25.0,9,40.0,24,15.0,28.0,8.0
China,2,36,3,1,6,6,7,Christian,-1.5,3.0,6.066666667,58.0,34.0,15,30.0,-13,-9.0,19.0,-18.0
USA,1,44,5,3,3,0,4,Christian,1.666666667,1.75,4.066666667,12.0,54.0,11,4.0,-24,-10.0,28.0,-28.0
USA,2,27,1,1,5,4,4,Christian,0.166666667,-0.083333333,3.866666667,2.0,51.0,14,15.0,-3,1.0,-3.0,-1.0
USA,1,43,2,1,6,6,6,Christian,4.0,-4.0,1.333333333,6.0,21.0,7,20.0,12,2.0,28.0,-20.0
USA,1,23,2,1,1,8,8,Christian,4.0,-2.333333333,0.6,10.0,23.0,9,33.0,13,10.0,28.0,28.0
USA,1,38,3,1,5,8,8,Christian,4.0,-4.0,3.266666667,13.0,29.0,14,32.0,16,8.0,28.0,-16.0
USA,2,27,1,4,3,2,2,Christian,1.0,0.0,0.533333333,3.0,21.0,10,1.0,0,2.0,14.0,-23.0
USA,2,26,1,1,5,8,8,Christian,4.0,3.666666667,6.2,15.0,76.0,17,8.0,24,-15.0,28.0,28.0
USA,1,37,3,2,1,2,5,Christian,4.0,1.666666667,4.2,11.0,43.0,16,23.0,23,-3.0,28.0,-12.0
USA,2,21,1,1,2,6,6,Christian,3.0,-2.0,3.666666667,6.0,28.0,11,12.0,12,6.0,21.0,-4.0
USA,2,24,3,1,5,6,6,Christian,3.0,1.083333333,3.533333333,4.0,27.0,6,30.0,16,10.0,21.0,-2.0
USA,2,54,3,1,6,7,7,Christian,3.0,0.0,3.6,3.0,23.0,8,26.0,0,4.0,13.0,5.0
USA,1,48,3,5,7,4,4,Christian,2.0,1.083333333,2.6,2.0,37.0,10,14.0,12,5.0,23.0,-7.0
USA,2,68,3,1,4,0,0,Christian,-1.0,-1.0,2.933333333,15.0,33.0,12,1.0,-18,-4.0,15.0,6.0
USA,2,38,3,1,6,4,4,Christian,1.5,0.916666667,4.066666667,2.0,30.0,11,17.0,-6,-1.0,21.0,-21.0
USA,1,57,1,1,4,5,2,Christian,-0.333333333,3.166666667,6.266666667,1.0,36.0,9,17.0,14,12.0,28.0,-28.0
USA,1,27,3,"5,7",3,8,8,Christian,4.0,4.0,4.866666667,7.0,31.0,12,19.0,18,5.0,28.0,15.0
USA,2,45,3,1,7,3,3,Christian,2.0,1.666666667,6.066666667,0.0,26.0,8,20.0,6,8.0,21.0,-4.0
USA,2,31,1,2,4,1,2,Christian,1.833333333,-3.25,0.0,7.0,51.0,9,1.0,-12,0.0,8.0,-2.0
USA,1,53,3,1,4,2,0,Christian,1.333333333,2.75,5.333333333,11.0,29.0,9,3.0,-18,9.0,14.0,-8.0
USA,1,35,3,2,2,7,8,Christian,4.0,-4.0,4.533333333,15.0,44.0,12,16.0,23,7.0,28.0,-10.0
USA,2,40,3,1,5,8,8,Christian,4.0,-3.166666667,2.466666667,6.0,28.0,10,18.0,2,-4.0,22.0,-4.0
USA,1,44,3,2,7,6,7,Christian,4.0,-3.416666667,1.0,2.0,23.0,10,16.0,14,10.0,22.0,-12.0
USA,1,41,3,1,6,6,7,Christian,4.0,-1.0,3.866666667,5.0,42.0,10,11.0,6,6.0,21.0,-21.0
USA,1,56,5,3,3,6,6,Christian,2.666666667,-0.416666667,4.6,10.0,23.0,7,12.0,-10,8.0,28.0,-28.0
USA,1,37,3,1,7,4,6,Christian,2.5,-1.416666667,2.2,1.0,23.0,11,19.0,1,8.0,15.0,-2.0
USA,2,31,2,1,4,8,8,Christian,3.833333333,2.75,4.933333333,12.0,37.0,14,25.0,4,-9.0,15.0,6.0
USA,2,37,2,2,6,5,4,Christian,1.5,-3.75,0.533333333,1.0,26.0,7,6.0,-13,13.0,28.0,-25.0
USA,1,55,1,1,4,6,6,Christian,4.0,3.583333333,6.4,9.0,32.0,16,7.0,16,-3.0,22.0,-3.0
USA,1,39,3,7,5,5,8,Christian,4.0,-4.0,2.2,10.0,28.0,13,22.0,8,9.0,28.0,20.0
USA,1,31,3,5,4,7,4,Christian,3.333333333,-0.5,4.466666667,5.0,25.0,11,26.0,10,6.0,8.0,-8.0
USA,1,36,3,1,6,8,8,Christian,4.0,-4.0,0.6,1.0,39.0,9,23.0,17,12.0,27.0,-20.0
USA,1,39,3,1,5,3,5,Christian,2.666666667,0.75,6.333333333,8.0,44.0,14,12.0,13,9.0,16.0,3.0
USA,1,40,2,1,3,3,5,Christian,4.0,-2.166666667,3.333333333,4.0,46.0,14,18.0,17,0.0,24.0,1.0
USA,1,51,3,3,4,7,8,Christian,3.0,-4.0,3.266666667,8.0,40.0,9,27.0,11,8.0,28.0,15.0
USA,2,28,3,1,7,5,4,Christian,0.833333333,0.916666667,4.0,2.0,57.0,17,28.0,7,3.0,5.0,12.0
