COUNTRY,GENDER,AGE,MARITAL,EMPLOYMENT,INCOME,RELG_NOW,SPIRIT_NOW,AFFILIATION,SBS,EDAS,DAQ,LE_Sum,DASS_Sum,EX_Sum,RELBEH_Sum,LOCUS_Sum,SWLS_Sum,GOD_pSum,GOD_nSum
USA,1,29,3,5,5,4,6,Christian,4.0,2.25,4.8,6.0,23.0,10,14.0,10,15.0,28.0,1.0
USA,1,50,5,1,3,7,7,Christian,4.0,-3.083333333,4.2,3.0,23.0,10,37.0,18,5.0,28.0,-15.0
USA,1,30,3,2,5,4,4,Christian,3.166666667,0.25,4.466666667,3.0,31.0,13,8.0,20,7.0,28.0,-25.0
USA,1,25,3,1,6,2,7,Christian,3.0,2.0,5.133333333,2.0,21.0,8,5.0,0,5.0,21.0,6.0
USA,1,47,3,1,7,8,8,Christian,4.0,-1.5,1.533333333,9.0,23.0,9,26.0,18,-4.0,28.0,3.0
USA,2,42,2,4,2,2,3,Christian,2.5,1.833333333,4.933333333,8.0,38.0,9,3.0,2,1.0,28.0,-14.0
USA,2,25,1,1,8,6,5,Christian,2.166666667,2.083333333,5.866666667,16.0,65.0,20,34.0,10,7.0,16.0,14.0
USA,2,28,1,4,2,5,5,Christian,3.166666667,-0.25,4.266666667,5.0,40.0,13,14.0,15,-9.0,28.0,27.0
USA,1,34,2,1,7,5,3,Christian,3.0,-2.0,2.066666667,2.0,27.0,10,10.0,6,10.0,21.0,-28.0
USA,2,19,1,5,5,8,8,Christian,4.0,-2.583333333,0.466666667,4.0,22.0,6,11.0,9,-3.0,28.0,15.0
USA,1,31,3,7,6,8,8,Christian,4.0,-0.5,3.6,1.0,30.0,12,21.0,8,14.0,13.0,8.0
USA,1,47,1,1,5,1,4,Christian,1.833333333,4.0,5.466666667,12.0,34.0,10,6.0,6,-4.0,21.0,-14.0
USA,1,35,3,1,5,8,8,Christian,3.666666667,0.916666667,6.2,12.0,35.0,9,20.0,23,14.0,28.0,1.0
USA,2,39,2,1,4,6,6,Christian,1.833333333,1.166666667,4.466666667,1.0,31.0,13,30.0,11,-2.0,15.0,-1.0
USA,2,29,3,1,5,8,8,Christian,4.0,-4.0,0.466666667,3.0,24.0,7,32.0,1,9.0,25.0,-12.0
USA,1,34,3,7,4,1,1,Christian,0.166666667,-2.0,2.4,2.0,33.0,11,1.0,-18,7.0,0.0,0.0
USA,2,30,1,1,5,2,3,Christian,0.0,0.166666667,4.333333333,1.0,22.0,10,10.0,-10,4.0,7.0,-5.0
USA,2,25,1,1,8,7,6,Christian,1.833333333,1.833333333,5.866666667,18.0,66.0,20,32.0,9,7.0,13.0,18.0
Brazil,1,28,2,1,6,1,6,Christian,3.0,-1.333333333,5.6,54.0,55.0,16,9.0,-1,-13.0,21.0,-10.0
Brazil,1,19,1,7,4,5,5,Christian,2.666666667,-0.166666667,0.6,55.0,57.0,12,23.0,4,-13.0,24.0,-15.0
Brazil,1,39,1,1,4,2,8,Christian,3.166666667,-3.666666667,3.866666667,49.0,39.0,12,37.0,-4,2.0,15.0,-21.0
Brazil,2,51,3,1,5,0,8,Christian,3.333333333,-4.0,2.4,48.0,27.0,22,28.0,-20,-7.0,28.0,-28.0
Brazil,2,43,3,4,4,3,3,Christian,0.666666667,0.0,5.2,53.0,21.0,11,7.0,-16,0.0,28.0,-28.0
Brazil,1,35,3,1,6,0,7,Christian,4.0,-2.333333333,7.066666667,52.0,52.0,20,18.0,16,5.0,10.0,-19.0
Brazil,2,30,2,1,3,5,6,Christian,4.0,-3.416666667,1.933333333,51.0,27.0,19,17.0,9,5.0,28.0,-8.0
Brazil,2,45,3,1,7,7,7,Christian,3.666666667,-4.0,1.733333333,47.0,53.0,18,30.0,1,-6.0,5.0,-22.0
Brazil,1,21,3,5,4,5,1,Christian,-0.333333333,-3.75,3.333333333,48.0,70.0,23,23.0,14,-3.0,20.0,-28.0
Brazil,1,41,2,7,4,4,5,Christian,1.333333333,-1.666666667,2.4,46.0,46.0,21,17.0,-8,-9.0,28.0,8.0
Brazil,2,41,3,1,5,8,8,Christian,0.666666667,-4.0,2.333333333,50.0,23.0,13,40.0,-16,1.0,28.0,-20.0
Brazil,1,46,1,2,4,5,8,Christian,2.666666667,-3.583333333,2.4,53.0,56.0,13,16.0,6,2.0,16.0,-20.0
Brazil,1,58,5,7,3,1,1,Christian,2.0,3.0,5.333333333,47.0,43.0,14,4.0,-14,-15.0,18.0,-25.0
Brazil,1,45,1,1,6,6,6,Christian,3.833333333,3.583333333,7.866666667,52.0,26.0,14,19.0,20,-2.0,24.0,18.0
Brazil,1,26,3,1,9,6,5,Christian,2.0,1.166666667,7.0,49.0,68.0,23,25.0,20,8.0,28.0,-7.0
Brazil,1,22,2,2,2,7,3,Christian,3.166666667,2.083333333,5.133333333,50.0,39.0,25,22.0,20,6.0,9.0,-8.0
Brazil,2,45,2,1,5,2,1,Christian,2.833333333,-3.166666667,1.6,47.0,67.0,15,4.0,-22,-15.0,22.0,-18.0
Brazil,2,28,1,1,2,7,7,Christian,1.333333333,-3.666666667,2.6,51.0,27.0,11,26.0,11,5.0,28.0,-20.0
Brazil,1,22,2,1,3,4,5,Christian,2.166666667,-3.5,3.533333333,55.0,38.0,16,13.0,0,-4.0,24.0,0.0
Brazil,2,40,3,5,4,3,3,Christian,0.166666667,4.0,7.066666667,54.0,38.0,13,8.0,-4,-5.0,21.0,3.0
Brazil,1,60,5,3,5,0,8,Christian,4.0,-4.0,1.533333333,47.0,30.0,14,18.0,10,5.0,28.0,4.0
Brazil,2,38,3,1,5,7,8,Christian,4.0,2.333333333,5.0,56.0,61.0,14,36.0,20,9.0,26.0,-14.0
Brazil,1,32,3,7,9,0,7,Christian,0.5,-3.916666667,2.333333333,47.0,51.0,12,13.0,-23,-11.0,-3.0,20.0
Brazil,2,42,3,1,9,8,7,Christian,4.0,4.0,6.933333333,51.0,42.0,23,34.0,16,11.0,20.0,-12.0
Brazil,1,34,1,"5,7",2,3,5,Christian,4.0,-4.0,1.4,49.0,56.0,12,11.0,0,-10.0,28.0,-28.0
Indonesia,1,46,3,2,4,6,6,Christian,4.0,-3.333333333,0.0,54.0,31.0,10,27.0,0,6.0,28.0,28.0
Brazil,1,29,3,4,2,6,6,Christian,4.0,-2.0,2.933333333,54.0,51.0,18,39.0,18,9.0,16.0,-4.0
Brazil,1,24,2,4,4,3,5,Christian,3.0,-4.0,2.866666667,52.0,45.0,16,5.0,20,4.0,20.0,-6.0
Brazil,1,62,5,1,5,7,8,Christian,4.0,-3.666666667,2.2,51.0,38.0,12,25.0,4,10.0,28.0,-28.0
Brazil,1,41,1,4,4,3,5,Christian,3.833333333,-1.583333333,2.4,51.0,49.0,13,21.0,-8,-5.0,19.0,-10.0
Brazil,2,37,1,1,3,4,7,Christian,4.0,-4.0,2.8,46.0,23.0,12,27.0,16,2.0,28.0,-12.0
Indonesia,1,48,3,1,7,6,6,Christian,4.0,-1.666666667,4.333333333,50.0,35.0,13,29.0,20,1.0,28.0,12.0
India,2,26,1,1,8,5,7,Christian,4.0,-2.833333333,1.866666667,56.0,32.0,10,36.0,11,8.0,12.0,0.0
China,1,18,1,7,4,2,2,Christian,3.833333333,-4.0,3.8,58.0,29.0,8,13.0,0,-5.0,28.0,-12.0
USA,1,36,5,1,5,3,7,Christian,2.666666667,-4.0,0.666666667,7.0,22.0,7,12.0,-9,4.0,18.0,-5.0
USA,2,35,2,1,3,4,4,Christian,4.0,-2.666666667,3.6,7.0,30.0,9,11.0,1,5.0,21.0,7.0
USA,1,32,1,4,4,7,7,Christian,0.666666667,2.083333333,2.066666667,0.0,45.0,9,29.0,7,-2.0,28.0,-18.0
USA,2,46,3,1,5,2,4,Christian,3.833333333,3.916666667,5.0,5.0,24.0,10,10.0,2,15.0,20.0,-28.0
USA,1,45,3,2,8,8,8,Christian,4.0,-4.0,1.066666667,0.0,32.0,17,17.0,24,13.0,28.0,-15.0
USA,1,31,1,4,1,3,6,Christian,3.0,3.5,7.266666667,3.0,60.0,15,9.0,22,-8.0,28.0,-26.0
USA,1,67,2,1,6,7,8,Christian,3.666666667,3.0,3.333333333,6.0,24.0,8,33.0,0,6.0,28.0,-20.0
USA,1,44,3,2,5,0,8,Christian,4.0,3.5,5.133333333,0.0,21.0,9,1.0,-18,10.0,28.0,-16.0
USA,1,21,3,1,3,6,6,Christian,2.833333333,-2.583333333,2.333333333,7.0,51.0,14,13.0,4,-4.0,28.0,-23.0
USA,1,38,1,1,4,5,7,Christian,0.666666667,-2.916666667,1.666666667,5.0,42.0,9,15.0,-13,-7.0,19.0,-26.0
USA,2,42,3,1,2,6,7,Christian,3.833333333,1.0,5.666666667,15.0,39.0,11,10.0,16,-10.0,28.0,18.0
USA,2,60,3,1,6,8,8,Christian,3.666666667,-4.0,0.066666667,6.0,25.0,6,33.0,17,0.0,20.0,22.0
USA,1,44,3,1,6,7,7,Christian,2.5,3.25,5.266666667,6.0,28.0,9,9.0,6,6.0,22.0,-20.0
USA,2,35,3,1,3,8,8,Christian,4.0,-2.0,4.466666667,6.0,38.0,11,29.0,14,3.0,28.0,-21.0
USA,1,34,1,1,6,8,8,Christian,2.666666667,0.0,4.266666667,2.0,28.0,16,32.0,-8,3.0,16.0,-4.0
USA,1,33,3,5,5,5,5,Christian,2.5,0.666666667,4.066666667,2.0,27.0,10,24.0,0,1.0,15.0,-25.0
Thailand,1,29,3,1,5,2,2,Buddhist,3.0,-1.666666667,7.933333333,53.0,47.0,14,40.0,21,13.0,28.0,-16.0
Thailand,1,27,1,2,5,6,6,Buddhist,2.333333333,2.083333333,1.266666667,57.0,31.0,14,14.0,-2,7.0,20.0,-11.0
Thailand,1,34,3,1,7,8,8,Buddhist,4.0,3.833333333,8.0,44.0,76.0,19,39.0,-24,10.0,28.0,7.0
Thailand,2,48,3,7,5,8,8,Buddhist,3.166666667,0.0,6.533333333,43.0,71.0,14,35.0,0,-10.0,21.0,-16.0
Brazil,1,29,1,1,7,5,8,Buddhist,3.5,-3.666666667,1.6,52.0,49.0,16,18.0,-4,3.0,20.0,-7.0
China,2,35,3,1,7,8,7,Buddhist,2.666666667,1.416666667,5.0,57.0,34.0,7,32.0,8,7.0,23.0,-5.0
China,1,59,3,1,6,4,4,Buddhist,0.166666667,-0.083333333,2.0,55.0,22.0,7,9.0,0,9.0,8.0,-11.0
Thailand,1,27,3,1,7,5,5,Buddhist,0.833333333,2.5,6.266666667,57.0,43.0,20,28.0,0,7.0,16.0,-7.0
Thailand,2,22,2,4,4,6,6,Buddhist,2.833333333,0.416666667,2.933333333,52.0,56.0,16,8.0,0,-8.0,28.0,-28.0
Thailand,2,38,3,1,8,6,6,Buddhist,-0.166666667,-1.75,2.8,56.0,30.0,9,25.0,-20,7.0,0.0,0.0
Thailand,2,44,3,1,7,4,4,Buddhist,0.166666667,0.083333333,4.266666667,54.0,26.0,11,3.0,-12,-2.0,3.0,-4.0
Thailand,1,37,3,1,8,8,8,Buddhist,2.666666667,1.75,6.6,57.0,30.0,15,37.0,17,11.0,18.0,-9.0
Thailand,2,35,2,1,9,5,6,Buddhist,3.0,2.416666667,5.6,53.0,31.0,16,28.0,19,9.0,23.0,4.0
Thailand,1,40,3,1,6,7,7,Buddhist,3.333333333,1.0,7.066666667,54.0,68.0,19,34.0,2,3.0,21.0,-9.0
Thailand,1,28,1,1,7,5,6,Buddhist,1.5,1.583333333,5.533333333,56.0,57.0,19,25.0,10,6.0,9.0,4.0
Thailand,1,37,3,1,7,6,6,Buddhist,0.833333333,3.833333333,5.666666667,52.0,33.0,11,20.0,-2,11.0,21.0,3.0
Thailand,2,41,3,1,5,4,4,Buddhist,0.0,0.0,2.0,57.0,42.0,10,15.0,0,0.0,0.0,0.0
Thailand,2,35,1,1,1,4,4,Buddhist,0.833333333,0.0,4.0,53.0,63.0,10,20.0,-24,-15.0,0.0,0.0
Thailand,2,37,3,1,8,6,5,Buddhist,0.833333333,1.75,5.266666667,52.0,49.0,11,26.0,-17,-5.0,16.0,-6.0
Thailand,2,46,3,1,6,6,7,Buddhist,2.0,-0.5,3.066666667,58.0,32.0,10,20.0,-23,10.0,15.0,-12.0
Thailand,2,39,3,1,3,3,1,Buddhist,0.666666667,-0.666666667,2.666666667,57.0,32.0,10,12.0,5,5.0,5.0,0.0
Thailand,2,53,1,1,7,6,7,Buddhist,3.666666667,-3.25,5.0,51.0,55.0,11,35.0,12,5.0,27.0,4.0
Thailand,1,29,3,1,8,7,7,Buddhist,2.5,3.0,6.866666667,46.0,66.0,19,33.0,13,-8.0,23.0,8.0
Thailand,2,33,1,1,5,5,5,Buddhist,2.333333333,3.166666667,7.0,48.0,40.0,12,16.0,6,10.0,28.0,0.0
Thailand,2,37,3,1,6,4,4,Buddhist,0.5,1.0,4.866666667,57.0,42.0,9,16.0,-6,0.0,6.0,-28.0
Thailand,1,29,2,1,6,5,5,Buddhist,1.833333333,1.0,5.6,53.0,40.0,12,30.0,9,4.0,9.0,-21.0
Thailand,2,32,2,1,5,6,5,Buddhist,0.0,0.0,1.533333333,55.0,36.0,10,28.0,-1,3.0,14.0,-4.0
China,2,30,3,1,6,0,4,Buddhist,0.0,3.416666667,7.133333333,48.0,77.0,19,20.0,-24,-10.0,3.0,5.0
Thailand,2,35,1,1,8,5,4,Buddhist,2.0,0.0,4.0,29.0,26.0,10,20.0,0,4.0,14.0,-22.0
Thailand,2,34,3,1,8,4,4,Buddhist,0.0,2.166666667,5.866666667,46.0,47.0,12,20.0,-24,0.0,22.0,-21.0
Thailand,1,26,3,1,9,7,4,Buddhist,0.166666667,0.0,4.0,58.0,21.0,5,28.0,-8,0.0,0.0,0.0
China,2,31,2,1,7,1,1,Buddhist,-1.0,-1.166666667,2.4,56.0,27.0,9,4.0,-11,7.0,24.0,-11.0
Thailand,1,28,1,1,3,5,7,Buddhist,2.666666667,2.166666667,4.666666667,48.0,47.0,12,24.0,-24,10.0,17.0,-20.0
Thailand,2,55,3,3,5,6,4,Buddhist,-0.166666667,-4.0,0.066666667,54.0,28.0,7,20.0,-20,-1.0,28.0,-24.0
Thailand,2,49,3,1,2,4,4,Buddhist,1.0,0.0,5.666666667,51.0,56.0,16,4.0,1,-7.0,11.0,2.0
Thailand,1,43,3,1,7,8,7,Buddhist,4.0,-4.0,0.066666667,48.0,26.0,7,36.0,18,15.0,28.0,-21.0
Thailand,1,26,1,4,6,4,1,Buddhist,0.5,-4.0,1.266666667,55.0,37.0,12,11.0,-24,2.0,14.0,-3.0
Thailand,1,45,3,1,8,6,6,Buddhist,1.833333333,-0.75,4.333333333,55.0,36.0,10,26.0,-24,3.0,28.0,-20.0
Thailand,2,39,1,1,6,7,7,Buddhist,4.0,0.0,5.333333333,54.0,51.0,17,30.0,6,-6.0,28.0,-16.0
Thailand,1,50,3,1,4,7,6,Buddhist,1.833333333,-4.0,0.0,55.0,26.0,7,33.0,0,7.0,19.0,0.0
Thailand,1,39,3,1,6,5,6,Buddhist,1.666666667,1.25,5.2,54.0,28.0,10,27.0,-9,7.0,14.0,-16.0
Thailand,2,38,3,1,5,8,6,Buddhist,0.0,0.833333333,4.466666667,53.0,34.0,13,15.0,-18,3.0,5.0,-10.0
Thailand,1,39,3,1,8,7,7,Buddhist,2.166666667,2.666666667,6.466666667,57.0,37.0,15,32.0,13,6.0,20.0,-8.0
Thailand,1,39,3,1,7,8,4,Buddhist,1.0,2.333333333,4.133333333,54.0,37.0,10,18.0,0,1.0,28.0,-20.0
Thailand,1,38,1,7,6,5,5,Buddhist,1.666666667,-1.583333333,1.8,55.0,34.0,9,12.0,-6,8.0,28.0,-20.0
Thailand,2,30,1,1,5,6,8,Buddhist,3.833333333,1.166666667,5.4,53.0,42.0,10,18.0,0,-4.0,23.0,-5.0
Thailand,2,38,1,1,6,5,5,Buddhist,0.666666667,0.833333333,5.066666667,58.0,39.0,8,20.0,3,-1.0,27.0,-3.0
Thailand,2,41,3,1,5,6,6,Buddhist,0.666666667,0.0,3.533333333,55.0,31.0,10,15.0,0,0.0,0.0,0.0
Thailand,2,35,1,1,6,6,4,Buddhist,-1.0,-3.916666667,0.6,56.0,24.0,6,28.0,-24,11.0,-28.0,-28.0
Thailand,1,23,1,1,5,5,3,Buddhist,-2.666666667,4.0,7.666666667,54.0,73.0,20,8.0,-19,-15.0,21.0,-5.0
Thailand,1,19,1,7,5,3,3,Buddhist,2.5,-0.916666667,3.733333333,50.0,49.0,13,9.0,-3,-8.0,28.0,-28.0
Thailand,1,46,1,1,6,4,6,Buddhist,1.0,0.5,4.933333333,54.0,55.0,11,6.0,0,1.0,28.0,-16.0
China,2,40,3,1,6,5,5,Buddhist,1.833333333,0.833333333,4.466666667,55.0,60.0,13,21.0,7,-4.0,12.0,-7.0
Thailand,2,57,3,2,4,8,8,Buddhist,3.833333333,-3.666666667,2.933333333,53.0,32.0,6,28.0,0,-6.0,27.0,-27.0
Thailand,1,40,2,1,8,7,7,Buddhist,3.0,2.5,4.733333333,48.0,50.0,12,33.0,0,9.0,21.0,-22.0
Thailand,1,44,3,1,4,3,4,Buddhist,2.666666667,0.583333333,4.466666667,49.0,55.0,15,28.0,-14,-5.0,20.0,-15.0
Thailand,1,48,1,1,5,5,5,Buddhist,2.166666667,0.25,4.666666667,46.0,53.0,16,11.0,-6,-2.0,14.0,-5.0
Thailand,1,31,1,1,5,7,6,Buddhist,3.0,-3.0,2.8,56.0,26.0,10,19.0,0,-1.0,21.0,-23.0
Thailand,2,26,1,2,4,6,4,Buddhist,0.166666667,0.166666667,0.6,58.0,37.0,8,13.0,-2,8.0,0.0,0.0
China,2,45,3,1,7,7,7,Buddhist,4.0,-4.0,0.0,56.0,28.0,6,21.0,0,10.0,28.0,-13.0
China,1,30,3,1,7,5,6,Buddhist,-2.5,-0.416666667,2.266666667,56.0,35.0,8,5.0,-21,7.0,10.0,-9.0
China,2,32,3,1,9,5,6,Buddhist,-2.0,0.833333333,5.466666667,57.0,33.0,7,26.0,-19,9.0,14.0,-8.0
Thailand,1,35,1,1,7,5,5,Buddhist,0.666666667,2.916666667,5.333333333,51.0,40.0,15,22.0,5,6.0,21.0,4.0
China,1,33,3,1,6,6,7,Buddhist,2.833333333,0.333333333,4.866666667,58.0,32.0,8,26.0,0,9.0,21.0,-22.0
Thailand,1,40,1,1,7,6,6,Buddhist,2.666666667,-4.0,0.933333333,52.0,34.0,8,25.0,-24,-6.0,28.0,-27.0
China,1,35,3,1,5,6,6,Buddhist,2.166666667,1.0,1.133333333,54.0,24.0,9,24.0,3,-10.0,27.0,-13.0
Thailand,1,38,1,1,6,2,2,Buddhist,-3.666666667,-4.0,1.466666667,57.0,24.0,10,11.0,-24,6.0,2.0,-28.0
Thailand,2,66,3,3,6,6,3,Buddhist,-3.0,-3.0,4.6,56.0,24.0,6,13.0,-24,2.0,20.0,-12.0
Thailand,1,32,3,1,7,1,2,Buddhist,-0.833333333,3.666666667,4.2,53.0,40.0,12,6.0,-19,-2.0,16.0,2.0
China,1,32,1,1,6,5,4,Buddhist,1.333333333,0.416666667,4.2,58.0,53.0,13,14.0,0,3.0,10.0,7.0
China,2,36,3,1,5,2,2,Buddhist,1.0,1.416666667,5.0,52.0,49.0,12,18.0,3,-1.0,6.0,2.0
China,2,43,3,1,6,4,6,Buddhist,4.0,-2.0,4.666666667,54.0,29.0,7,14.0,12,-3.0,16.0,-10.0
China,1,34,3,1,5,3,3,Buddhist,1.5,1.5,1.2,57.0,31.0,9,10.0,-24,-3.0,17.0,-14.0
China,2,41,3,1,6,7,7,Buddhist,2.666666667,-3.0,3.466666667,56.0,44.0,8,19.0,-24,-2.0,-10.0,17.0
China,2,43,3,1,6,5,7,Buddhist,3.5,0.916666667,6.733333333,51.0,38.0,8,27.0,0,9.0,24.0,-5.0
USA,2,62,1,1,6,1,8,Buddhist,0.0,-2.666666667,1.8,4.0,22.0,6,17.0,-11,4.0,12.0,-28.0
USA,1,31,1,2,2,1,5,Buddhist,1.666666667,-0.166666667,4.0,2.0,41.0,13,2.0,-6,-8.0,6.0,0.0
USA,2,21,1,1,2,5,4,Buddhist,1.666666667,-4.0,1.666666667,3.0,40.0,10,22.0,-9,12.0,20.0,-13.0
USA,1,44,5,1,6,5,6,Buddhist,2.333333333,0.416666667,5.333333333,12.0,39.0,12,18.0,2,9.0,16.0,8.0
Thailand,1,40,3,1,6,6,4,Buddhist,0.666666667,2.75,6.8,55.0,34.0,15,26.0,0,9.0,11.0,-4.0
Thailand,1,28,3,1,7,5,5,Buddhist,1.166666667,3.0,7.333333333,57.0,42.0,12,26.0,0,2.0,11.0,-2.0
Thailand,2,19,1,2,6,5,4,Buddhist,-1.166666667,-1.0,4.466666667,57.0,46.0,10,15.0,0,-2.0,28.0,-5.0
Indonesia,2,23,1,5,3,0,0,Buddhist,2.0,-0.5,5.533333333,55.0,61.0,16,4.0,-3,-1.0,3.0,6.0
Thailand,2,33,3,1,6,5,5,Buddhist,-0.333333333,0.583333333,4.2,57.0,29.0,12,14.0,0,8.0,10.0,0.0
Thailand,2,47,3,1,2,8,8,Buddhist,2.666666667,-4.0,0.333333333,54.0,28.0,8,3.0,-24,2.0,0.0,0.0
Thailand,1,33,1,1,6,6,4,Buddhist,1.5,-3.333333333,3.666666667,55.0,37.0,9,25.0,-24,8.0,0.0,0.0
Thailand,1,41,3,7,5,4,3,Buddhist,0.5,-4.0,0.8,53.0,32.0,9,14.0,-12,6.0,16.0,0.0
Thailand,1,38,1,1,5,5,5,Buddhist,0.0,0.0,0.0,56.0,35.0,10,12.0,0,6.0,0.0,0.0
Thailand,1,40,1,2,3,3,1,Buddhist,0.166666667,0.0,4.0,57.0,21.0,12,14.0,0,0.0,0.0,0.0
Thailand,2,61,2,3,4,4,4,Buddhist,3.333333333,1.416666667,5.533333333,50.0,39.0,15,15.0,0,12.0,21.0,3.0
Thailand,1,45,5,1,6,7,7,Buddhist,3.333333333,-4.0,0.133333333,48.0,38.0,10,6.0,-6,12.0,28.0,-20.0
Thailand,2,41,3,2,4,5,7,Buddhist,4.0,-4.0,1.6,52.0,43.0,16,21.0,0,0.0,28.0,-28.0
Thailand,1,35,1,1,5,5,5,Buddhist,1.333333333,-0.5,5.0,56.0,53.0,13,8.0,-24,2.0,28.0,-28.0
Thailand,1,41,3,1,9,6,6,Buddhist,0.833333333,2.916666667,6.8,55.0,36.0,16,27.0,-2,2.0,15.0,-17.0
Thailand,2,51,3,1,4,6,6,Buddhist,0.833333333,1.25,5.0,54.0,38.0,8,28.0,-24,10.0,28.0,-22.0
Thailand,1,40,3,1,8,8,8,Buddhist,2.0,1.0,4.933333333,54.0,46.0,9,36.0,-14,13.0,9.0,-1.0
Thailand,2,68,3,3,5,7,7,Buddhist,3.0,-4.0,1.466666667,52.0,36.0,9,21.0,0,4.0,28.0,-20.0
Thailand,2,20,1,4,4,4,2,Buddhist,0.666666667,-2.0,3.133333333,56.0,23.0,6,18.0,6,-1.0,7.0,-3.0
Thailand,1,36,3,1,5,6,6,Buddhist,3.0,2.166666667,6.2,57.0,34.0,10,28.0,15,10.0,21.0,21.0
Thailand,2,28,1,1,6,6,4,Buddhist,2.333333333,0.5,3.866666667,53.0,46.0,16,23.0,-8,2.0,-25.0,11.0
Thailand,2,27,1,1,5,4,4,Buddhist,-1.0,0.416666667,3.0,50.0,23.0,15,16.0,-24,7.0,-11.0,-19.0
Thailand,1,31,3,1,5,7,6,Buddhist,1.5,0.416666667,2.666666667,56.0,36.0,9,29.0,0,7.0,14.0,-22.0
Indonesia,2,23,1,1,4,6,5,Buddhist,3.5,1.416666667,6.733333333,51.0,34.0,16,32.0,21,8.0,27.0,-27.0
Thailand,2,43,3,1,6,8,8,Buddhist,0.5,0.666666667,5.466666667,47.0,55.0,16,32.0,-24,3.0,12.0,-20.0
Indonesia,1,26,2,1,7,1,1,Buddhist,2.0,-1.25,1.466666667,55.0,37.0,8,3.0,-5,-8.0,7.0,-1.0
Thailand,2,59,5,3,5,7,6,Buddhist,1.0,-3.666666667,1.4,51.0,22.0,9,21.0,-1,3.0,20.0,-11.0
Thailand,2,37,3,1,7,8,8,Buddhist,4.0,-4.0,1.066666667,52.0,38.0,11,31.0,-24,6.0,0.0,0.0
Thailand,1,39,3,1,9,7,6,Buddhist,3.666666667,3.25,6.866666667,52.0,54.0,18,32.0,18,12.0,26.0,16.0
Thailand,2,22,1,1,5,5,8,Buddhist,2.833333333,-0.833333333,5.533333333,54.0,47.0,16,17.0,10,9.0,17.0,-10.0
Thailand,2,30,1,1,6,6,6,Buddhist,2.0,-0.083333333,4.8,48.0,60.0,17,28.0,0,0.0,22.0,-12.0
Thailand,2,36,1,1,7,6,6,Buddhist,1.5,0.083333333,4.133333333,57.0,30.0,10,36.0,0,7.0,0.0,0.0
Thailand,2,32,5,1,5,7,7,Buddhist,1.5,0.5,7.6,52.0,43.0,16,12.0,-5,4.0,0.0,0.0
China,1,30,3,1,6,3,4,Buddhist,1.166666667,-1.25,5.533333333,54.0,45.0,11,7.0,-15,3.0,16.0,-16.0
Thailand,2,34,1,7,5,4,3,Buddhist,0.166666667,-3.833333333,2.0,53.0,41.0,10,13.0,0,4.0,7.0,0.0
Thailand,1,26,1,1,5,7,1,Buddhist,1.333333333,0.833333333,5.0,50.0,64.0,12,24.0,-5,1.0,10.0,0.0
Thailand,1,27,1,1,4,5,5,Buddhist,2.166666667,2.75,5.4,54.0,38.0,13,23.0,-7,8.0,14.0,5.0
Thailand,2,33,1,1,4,4,4,Buddhist,0.833333333,0.583333333,2.066666667,53.0,38.0,12,10.0,3,2.0,13.0,0.0
Thailand,1,35,1,1,5,5,3,Buddhist,1.5,1.583333333,4.866666667,53.0,54.0,11,23.0,0,6.0,25.0,-12.0
Thailand,1,32,3,1,8,6,6,Buddhist,3.0,1.916666667,6.8,55.0,65.0,19,33.0,16,10.0,19.0,8.0
Thailand,2,29,1,1,3,5,4,Buddhist,1.166666667,1.666666667,3.533333333,48.0,36.0,12,22.0,-12,3.0,13.0,-15.0
Thailand,1,40,3,1,2,6,8,Buddhist,2.333333333,3.0,6.666666667,43.0,70.0,16,32.0,7,8.0,14.0,13.0
Thailand,1,23,1,1,7,5,5,Buddhist,-0.333333333,-4.0,0.466666667,58.0,26.0,5,2.0,-24,-15.0,0.0,0.0
Thailand,2,41,1,7,7,8,8,Buddhist,2.833333333,1.833333333,5.333333333,53.0,45.0,11,27.0,0,-5.0,12.0,-1.0
Thailand,1,33,1,1,5,3,3,Buddhist,-3.5,0.166666667,3.733333333,53.0,44.0,10,6.0,-24,2.0,24.0,-15.0
Thailand,1,29,1,7,5,4,4,Buddhist,1.166666667,-3.916666667,1.066666667,55.0,36.0,12,21.0,-24,6.0,22.0,-23.0
Thailand,2,25,1,1,6,6,6,Buddhist,0.833333333,-0.166666667,3.6,56.0,23.0,5,22.0,7,-10.0,4.0,4.0
Thailand,1,29,3,1,6,5,4,Buddhist,0.0,-3.333333333,0.533333333,54.0,32.0,10,6.0,-4,11.0,0.0,0.0
China,1,31,3,5,3,1,1,Buddhist,-0.5,1.083333333,1.466666667,56.0,40.0,8,2.0,-24,-1.0,5.0,6.0
Thailand,2,35,1,1,5,5,4,Buddhist,0.166666667,0.0,4.2,51.0,50.0,14,22.0,0,0.0,20.0,-12.0
Thailand,1,49,1,1,8,4,4,Buddhist,1.666666667,-4.0,2.533333333,56.0,21.0,5,12.0,-4,0.0,28.0,-28.0
Thailand,2,25,1,4,5,3,4,Buddhist,1.166666667,4.0,6.2,57.0,50.0,8,10.0,0,0.0,18.0,-11.0
Thailand,2,36,3,1,8,4,3,Buddhist,0.0,-0.583333333,1.4,55.0,31.0,8,20.0,-24,10.0,20.0,-20.0
